,feature,importance
413,percent_pareto_recharges__allweek__day,0.11527375117328648
414,percent_pareto_recharges__weekday__allday,0.13039121441879425
415,percent_pareto_recharges__weekday__day,-0.16141141244306098
416,percent_pareto_recharges__weekday__night,0.07071062197896189
417,percent_pareto_recharges__weekend__night,0.02454557795668535
418,number_of_recharges__allweek__night,0.10384040784137173
419,number_of_recharges__weekday__allday,0.11537242841724327
420,number_of_recharges__weekday__day,0.26982534172014433
421,number_of_recharges__weekday__night,-0.0038834335398768858
422,number_of_recharges__weekend__day,0.007756896332552735
